@relation 'spambase-weka.filters.supervised.attribute.Discretize-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R56,23,21,24,16,7,25,53,52,58-weka.filters.unsupervised.attribute.Remove-V-R9,8,6,10'

@attribute char_freq_! {'\'(-inf-0.005]\'','\'(0.005-0.011]\'','\'(0.011-0.0795]\'','\'(0.0795-0.3775]\'','\'(0.3775-inf)\''}
@attribute char_freq_$ {'\'(-inf-0.0125]\'','\'(0.0125-0.0555]\'','\'(0.0555-0.1475]\'','\'(0.1475-inf)\''}
@attribute word_freq_remove {'\'(-inf-0.01]\'','\'(0.01-inf)\''}
@attribute class {0,1}

@data
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.0125-0.0555]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(0.0555-0.1475]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.0555-0.1475]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.011-0.0795]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.0125-0.0555]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.0125-0.0555]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(0.0555-0.1475]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(0.0125-0.0555]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(0.0555-0.1475]\'','\'(-inf-0.01]\'',1
'\'(0.005-0.011]\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(0.0555-0.1475]\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.0555-0.1475]\'','\'(0.01-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.011-0.0795]\'','\'(0.0125-0.0555]\'','\'(0.01-inf)\'',1
'\'(0.011-0.0795]\'','\'(0.0125-0.0555]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(0.0555-0.1475]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.0555-0.1475]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(-inf-0.005]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.011-0.0795]\'','\'(0.0555-0.1475]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.0555-0.1475]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(0.0555-0.1475]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.011-0.0795]\'','\'(0.0555-0.1475]\'','\'(-inf-0.01]\'',1
'\'(0.011-0.0795]\'','\'(0.0555-0.1475]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.011-0.0795]\'','\'(0.0555-0.1475]\'','\'(-inf-0.01]\'',1
'\'(0.011-0.0795]\'','\'(0.0555-0.1475]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.0125-0.0555]\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(0.0125-0.0555]\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.0125-0.0555]\'','\'(0.01-inf)\'',1
'\'(0.011-0.0795]\'','\'(0.0555-0.1475]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.0555-0.1475]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(0.1475-inf)\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.0555-0.1475]\'','\'(0.01-inf)\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(0.01-inf)\'',1
'\'(0.3775-inf)\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.005]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.0555-0.1475]\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(0.1475-inf)\'','\'(-inf-0.01]\'',1
'\'(0.0795-0.3775]\'','\'(-inf-0.0125]\'','\'(-inf-0.01]\'',1
