@relation nova.arff.digitized.arff.binarized.arff
@attribute attr4137:0 {0,1}
@attribute attr7804:0 {0,1}
@attribute attr11497:1 {0,1}
@attribute attr16505:1 {0,1}
@attribute attr9022:0 {0,1}
@attribute attr8802:1 {0,1}
@attribute attr11206:1 {0,1}
@attribute attr4137:1 {0,1}
@attribute attr3207:0 {0,1}
@attribute attr7804:1 {0,1}
@attribute attr11497:0 {0,1}
@attribute attr4207:1 {0,1}
@attribute attr16505:0 {0,1}
@attribute attr14079:0 {0,1}
@attribute attr3690:1 {0,1}
@attribute attr10398:1 {0,1}
@attribute attr2572:0 {0,1}
@attribute attr6047:0 {0,1}
@attribute attr13103:0 {0,1}
@attribute attr12433:1 {0,1}
@attribute attr9022:1 {0,1}
@attribute attr7098:0 {0,1}
@attribute attr3207:1 {0,1}
@attribute attr11206:0 {0,1}
@attribute attr14079:1 {0,1}
@attribute attr10398:0 {0,1}
@attribute attr6047:1 {0,1}
@attribute attr8802:0 {0,1}
@attribute attr4207:0 {0,1}
@attribute attr6990:0 {0,1}
@attribute attr6192:0 {0,1}
@attribute attr12056:1 {0,1}
@attribute attr13332:1 {0,1}
@attribute attr1969:1 {0,1}
@attribute attr13103:1 {0,1}
@attribute attr3979:1 {0,1}
@attribute attr16085:1 {0,1}
@attribute attr2504:1 {0,1}
@attribute attr11175:1 {0,1}
@attribute attr11854:1 {0,1}
@attribute attr7098:1 {0,1}
@attribute attr12056:0 {0,1}
@attribute attr6665:0 {0,1}
@attribute attr12433:0 {0,1}
@attribute attr3252:0 {0,1}
@attribute attr2572:1 {0,1}
@attribute attr11175:0 {0,1}
@attribute attr16085:0 {0,1}
@attribute attr1269:1 {0,1}
@attribute attr1969:0 {0,1}
@attribute attr6192:1 {0,1}
@attribute attr3690:0 {0,1}
@attribute attr13057:0 {0,1}
@attribute attr6665:1 {0,1}
@attribute attr10375:1 {0,1}
@attribute attr11519:0 {0,1}
@attribute attr13332:0 {0,1}
@attribute attr3979:0 {0,1}
@attribute attr2504:0 {0,1}
@attribute attr581:0 {0,1}
@attribute attr4649:1 {0,1}
@attribute attr1269:0 {0,1}
@attribute attr7084:0 {0,1}
@attribute attr12571:1 {0,1}
@attribute attr7944:1 {0,1}
@attribute attr581:1 {0,1}
@attribute attr7135:1 {0,1}
@attribute attr11519:1 {0,1}
@attribute attr11854:0 {0,1}
@attribute attr16198:0 {0,1}
@attribute attr3252:1 {0,1}
@attribute attr13341:0 {0,1}
@attribute attr10403:0 {0,1}
@attribute attr12167:0 {0,1}
@attribute attr13057:1 {0,1}
@attribute attr4649:0 {0,1}
@attribute attr1062:1 {0,1}
@attribute attr7135:0 {0,1}
@attribute attr7492:1 {0,1}
@attribute attr8943:0 {0,1}
@attribute attr13341:1 {0,1}
@attribute attr7084:1 {0,1}
@attribute attr6990:1 {0,1}
@attribute attr7218:0 {0,1}
@attribute attr15584:0 {0,1}
@attribute attr8431:0 {0,1}
@attribute attr622:1 {0,1}
@attribute attr16198:1 {0,1}
@attribute attr14745:1 {0,1}
@attribute attr8943:1 {0,1}
@attribute attr1764:0 {0,1}
@attribute attr10807:0 {0,1}
@attribute attr12167:1 {0,1}
@attribute attr1062:0 {0,1}
@attribute attr14869:1 {0,1}
@attribute attr7218:1 {0,1}
@attribute attr8431:1 {0,1}
@attribute attr622:0 {0,1}
@attribute attr15584:1 {0,1}
@attribute attr7492:0 {0,1}
@attribute class {0,1}
@data
1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1
1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1
1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
