@relation './gisette-weka.filters.unsupervised.attribute.Remove-V-R56,53,4,3,5001'

@attribute attr55 {0,1,2,3,4,5,6,7,8,9}
@attribute attr52 {0,1,2,3,4,5,6,7,8,9}
@attribute attr3 {0,1,2,3,4,5,6,7,8,9}
@attribute attr2 {0,1,2,3,4,5,6,7,8,9}
@attribute CLASS {0,1}

@data
0,0,0,4,1
8,0,0,0,0
9,0,0,0,1
0,0,0,7,1
0,0,0,0,1
7,0,0,0,1
8,0,0,0,1
0,0,0,9,1
6,0,0,9,0
0,0,0,0,1
0,0,0,0,0
9,0,0,0,0
7,0,0,0,1
0,0,0,0,1
9,0,0,0,0
0,0,0,7,0
0,0,0,0,0
0,0,0,0,1
0,0,0,0,0
0,0,0,9,0
0,0,0,0,1
0,0,0,0,0
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,0
9,0,0,0,0
4,0,0,0,1
0,0,0,0,1
0,0,0,0,0
8,0,0,0,0
0,6,0,0,1
0,0,0,9,0
8,0,0,0,0
0,0,0,0,1
0,0,0,9,0
0,0,0,0,1
0,0,0,8,1
8,0,0,0,0
9,0,0,7,0
0,0,0,9,0
0,0,0,0,0
0,0,0,0,1
7,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,9,0
0,0,0,0,0
0,0,0,0,1
8,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,8,0
0,0,0,0,1
0,0,0,0,1
0,0,0,0,0
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,5,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,0,0,0,1
0,0,0,8,1
5,0,0,0,1
9,0,0,0,0
0,0,0,0,1
9,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,0,0,9,0
0,0,0,0,0
8,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,4,0
5,0,0,7,1
0,0,0,0,1
0,0,0,8,0
9,0,0,0,0
9,0,0,6,0
0,0,0,0,1
9,0,0,0,1
0,0,0,0,1
0,0,0,0,1
8,0,0,5,0
0,0,0,0,0
0,0,0,0,1
9,0,0,0,1
4,0,0,0,0
0,0,0,9,0
9,0,0,0,1
0,0,0,8,0
0,0,0,0,1
0,7,0,5,0
7,0,0,0,0
0,0,0,0,1
0,0,0,8,0
0,0,0,0,0
0,0,0,0,0
0,0,0,9,0
5,0,0,0,1
0,0,0,0,0
0,0,0,0,1
0,0,0,6,1
0,0,0,0,1
9,0,0,0,0
5,0,0,0,1
0,0,0,8,1
9,0,0,0,0
0,0,0,5,0
9,0,0,0,1
0,0,0,5,0
0,0,0,0,1
0,0,0,9,1
0,0,0,0,1
0,0,0,6,1
0,0,0,0,0
0,0,0,9,1
0,0,0,0,1
0,0,0,6,1
0,0,0,0,1
9,0,0,0,1
0,0,0,0,1
0,0,0,9,0
9,0,0,0,0
0,0,0,0,0
0,0,0,0,1
6,0,0,5,0
0,0,0,0,1
9,0,0,9,0
5,0,0,0,1
6,0,0,9,1
0,0,0,0,0
6,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,7,0
0,0,0,0,1
8,0,0,0,1
0,0,0,0,0
9,0,0,9,0
0,0,0,6,0
0,0,0,0,1
0,0,0,9,0
0,0,0,9,0
9,0,0,9,1
0,0,0,0,1
0,0,0,0,0
0,0,0,0,1
